ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-10193,@winksahoy we about to get shit on by the wrath of winter out of nowhere,anger,3: high amount of anger can be inferred,3,we about to get shit on by the wrath of winter out of nowhere,we about to get shit on by the wrath of winter out of nowhere
2017-En-10658,"@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.",anger,0: no anger can be inferred,0,"But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.","but even if i jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough."
2017-En-11104,@inthefade going back to blissful ignorance?! ,anger,1: low amount of anger can be inferred,1,going back to blissful ignorance?!,going back to blissful ignorance?!
2017-En-10316,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger,2: moderate amount of anger can be inferred,2,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,i've always had a weird grudge against stingrays ever since one killed steve irwin.
2017-En-11084,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻  #petty,anger,1: low amount of anger can be inferred,1,Congrats to Nicole bb18 ... Fix that nose now unamused_faceperson_tipping_hand_light_skin_tone petty,congrats to nicole bb18 ... fix that nose now unamused_faceperson_tipping_hand_light_skin_tone petty
2017-En-11439,I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,anger,3: high amount of anger can be inferred,3,I love when people say they aren't racist right before they say some racist shit... Not how that works... fuming,i love when people say they aren't racist right before they say some racist shit... not how that works... fuming
2017-En-11582,#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)',anger,1: low amount of anger can be inferred,1,DonKing lion of black community speaks truth to power of insult 'black vote is given away cavalierly...playing by ()',donking lion of black community speaks truth to power of insult 'black vote is given away cavalierly...playing by ()'
2017-En-10905,Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching,anger,2: moderate amount of anger can be inferred,2,Ok scrubbed hands 5 times before trying to put them in.\nEyeballs burning \nEvenMoreBlind accidentally scared the cat whilst screeching,ok scrubbed hands 5 times before trying to put them in.\neyeballs burning \nevenmoreblind accidentally scared the cat whilst screeching
2017-En-11147,Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,anger,2: moderate amount of anger can be inferred,2,Me and these burns that I pick up off the pitches don't get on at all like crying_facecrying_face sting,me and these burns that i pick up off the pitches don't get on at all like crying_facecrying_face sting
2017-En-11390,I'd rather dump gasoline all over myself and run into a burning building than use Excel.,anger,3: high amount of anger can be inferred,3,I'd rather dump gasoline all over myself and run into a burning building than use Excel.,i'd rather dump gasoline all over myself and run into a burning building than use excel.
2017-En-11117,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,anger,0: no anger can be inferred,0,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. 1 assist. relentless,jv girls earn the w vs stonington 2-1 today. goals by k waite and s winakor. 1 assist. relentless
2017-En-10048,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger,3: high amount of anger can be inferred,3,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! pissed bitter,i blame the whole season on natalie! the season would have been so different had she not turned her back on her alliance! pissed bitter
2017-En-10910,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,anger,0: no anger can be inferred,0,Having a baby born too soon is lifechanging 6 years on and it feels like only yesterday sad happy angry emotionalrollercoaster,having a baby born too soon is lifechanging 6 years on and it feels like only yesterday sad happy angry emotionalrollercoaster
2017-En-10235,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,2: moderate amount of anger can be inferred,2,apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas!,apparently you are to contact me. sofas were meant to be delivered today. old ones gone. sitting on floor. no sofas!
2017-En-11057,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,anger,0: no anger can be inferred,0,If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,if only. lol i just wish once he understood the crazy of his rabid fans &amp; addressed it.
2017-En-10245,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,2: moderate amount of anger can be inferred,2,Can someone make me a priority list of which things I should be outraged at + in which order? outrage racism animalrights abortion cops,can someone make me a priority list of which things i should be outraged at + in which order? outrage racism animalrights abortion cops
2017-En-10623,"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger,1: low amount of anger can be inferred,1,"Well, not Archie. No offense but he's kinda old.","well, not archie. no offense but he's kinda old."
2017-En-41044,Wrinkles should merely hide where frown have been.  - Mark Twain,anger,0: no anger can be inferred,0,Wrinkles should merely hide where frown have been. - Mark Twain,wrinkles should merely hide where frown have been. - mark twain
2017-En-11113,@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂,anger,1: low amount of anger can be inferred,1,Damn.. Lol.. Maybe it is for the best though.. Her brother might still be lookin for revenge face_with_tears_of_joy,damn.. lol.. maybe it is for the best though.. her brother might still be lookin for revenge face_with_tears_of_joy
2017-En-10698,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff,anger,0: no anger can be inferred,0,I need a bento_boxsushi daterice_ball spaghettian olive guarded datecheese_wedge and a oncoming_fist_medium-light_skin_toneRockys datepizza tiff,i need a bento_boxsushi daterice_ball spaghettian olive guarded datecheese_wedge and a oncoming_fist_medium-light_skin_tonerockys datepizza tiff
2017-En-10159,"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger,3: high amount of anger can be inferred,3,"he's stupid, I hate him lol bitter","he's stupid, i hate him lol bitter"
2017-En-10619,i resent biting my tongue.,anger,1: low amount of anger can be inferred,1,i resent biting my tongue.,i resent biting my tongue.
2017-En-10961,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,anger,3: high amount of anger can be inferred,3,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad angry,yay bmth canceled melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad angry
2017-En-10863,I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today,anger,0: no anger can be inferred,0,I think &amp; must actually have to be working like me &amp; because I havent got any snap chat videos today,i think &amp; must actually have to be working like me &amp; because i havent got any snap chat videos today
2017-En-40262,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,anger,2: moderate amount of anger can be inferred,2,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,whenever i pout i just want adrian to appear and tell me to stop pouting or else
2017-En-11162,Why is it always me picking up the pieces :/ ,anger,1: low amount of anger can be inferred,1,Why is it always me picking up the pieces /,why is it always me picking up the pieces /
2017-En-11494,#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,anger,2: moderate amount of anger can be inferred,2,Pain is an aspect of human evolution; the evolution of consciousness. attachments desire apathy sentimentality tears fury anger O,pain is an aspect of human evolution; the evolution of consciousness. attachments desire apathy sentimentality tears fury anger o
